Title,PMID,Journal ,Published ,DOI,Right Hypothesis,Inverse Hypothesis
p16Ink4a-Positive Hepatocytes Drive Liver Fibrosis Through Activation of LIFR Family Pathway,41580988.0,Advanced Science,2026,https://doi.org/10.1002/advs.202510562,"Elimination of p16Ink4a positive senescent hepatocytes or pharmacological inhibition of LIFR signaling inhibits Ctf1/Lif-mediated STAT3 phosphorylation. This molecular regulation inhibits hepatic stellate cell activation and inhibits the senescence-associated fibrogenic response. Consequently, this targeted cascade directly inhibits the hepatic cellular senescence burden and inhibits pathological fibrotic tissue remodeling. Ultimately, this anti-senescence intervention inhibits injury-induced liver fibrosis progression and promotes hepatic structural homeostasis.","The accumulation of p16Ink4a positive senescent hepatocytes or continuous activation of LIFR signaling promotes Ctf1/Lif-mediated STAT3 phosphorylation. This molecular regulation promotes hepatic stellate cell activation and promotes the senescence-associated fibrogenic response.Consequently, this targeted cascade directly promotes the hepatic cellular senescence burden and promotes pathological fibrotic tissue remodeling. Ultimately, this pro-senescence mechanism promotes injury-induced liver fibrosis progression and inhibits hepatic structural homeostasis."
Human cGAS Drives LINE-1 Transcriptional Activation to Trigger MAVS-Dependent Cellular Senescence,41957544.0,Aging Cell,2026,https://doi.org/10.1111/acel.70484,"The targeted inhibition of cGAS signaling inhibits the upregulation of the transcriptional regulators CTCF and RUNX3. This molecular regulation inhibits L1 retrotransposon transcription and inhibits subsequent MAVS RNA-sensing pathway activation. Consequently, this targeted cascade directly inhibits MAVS-mediated cellular senescence and inhibits sterile inflammation. Ultimately, this anti-senescence intervention inhibits age-related cellular decline and promotes somatic genomic integrity and overall cellular homeostasis.","The pathological activation of cGAS signaling promotes the upregulation of the transcriptional regulators CTCF and RUNX3. This molecular dysregulation promotes L1 retrotransposon transcription and promotes subsequent MAVS RNA-sensing pathway activation. Consequently, this targeted cascade directly promotes MAVS-mediated cellular senescence and promotes sterile inflammation. Ultimately, this pro-senescence mechanism promotes age-related cellular decline and inhibits somatic genomic integrity and overall cellular homeostasis."
Necroptosis induced by MLKL overexpression in liver triggers cellular senescence and leads to chronic inflammation and fibrosis,41283975.0,Geroscience,2026,https://doi.org/10.1007/s11357-025-01994-y,"The targeted overexpression of the MLKL gene promotes necroptosis and subsequent hepatocyte cell death. This molecular regulation triggers the release of DAMPs and induces cellular senescence via the upregulation of p16INK4A and p21. Consequently, this targeted cascade directly stimulates the secretion of SASP factors and exacerbates sterile inflammation. Ultimately, this MLKL-driven intervention promotes liver fibrosis and compromises overall hepatic homeostasis.","The targeted inhibition of the MLKL gene completely bypasses necroptosis and prevents hepatocyte cell death. This molecular decoupling fails to trigger DAMP release and inhibits cellular senescence by suppressing p16INK4A and p21. Consequently, this decoupled cascade neither stimulates the secretion of SASP factors nor exacerbates sterile inflammation. Ultimately, this MLKL-inhibited intervention prevents liver fibrosis and maintains overall hepatic homeostasis."
Myeloid-Derived CD38 Mediates Age-Related Endometrial Aging Through NAD+ Depletion,41457457.0,Aging Cell,2026,https://doi.org/10.1111/acel.70356,"The myeloid-derived CD38 activates the depletion of NAD+ metabolism in the peri-implantation uterus. This molecular regulation promotes stromal cell senescence and inhibits uterine receptivity. Consequently, this targeted cascade promotes age-related implantation failure and inhibits healthy reproductive outcomes. Ultimately, this CD38-mediated metabolic decline promotes endometrial aging and inhibits overall uterine homeostasis.","The myeloid-derived CD38 inhibits the depletion of NAD+ metabolism in the peri-implantation uterus. This lack of molecular regulation inhibits stromal cell senescence and promotes uterine receptivity. Consequently, this decoupled cascade inhibits age-related implantation failure and promotes healthy reproductive outcomes. Ultimately, this CD38-mediated metabolic stability inhibits endometrial aging and promotes overall uterine homeostasis."
Brain senescence drives sarcopenia-like transcriptomic remodeling in skeletal muscle,42133166.0,Geroscience,2026,https://doi.org/10.1007/s11357-026-02205-y,"Brain senescence activates the expression of FOXO1, FOXO3, KLF15, and STAT3 in skeletal muscle. This molecular regulation inhibits mitochondrial organization and promotes muscle catabolism. Consequently, this targeted cascade promotes sarcopenia-like transcriptomic remodeling and inhibits overall skeletal muscle function. Ultimately, this senescence-mediated metabolic decline promotes systemic aging and inhibits peripheral muscle homeostasis.","Brain senescence inhibits the expression of FOXO1, FOXO3, KLF15, and STAT3 in skeletal muscle. This molecular regulation promotes mitochondrial organization and inhibits muscle catabolism. Consequently, this targeted cascade inhibits sarcopenia-like transcriptomic remodeling and promotes overall skeletal muscle function. Ultimately, this senescence-mediated metabolic decline inhibits systemic aging and promotes peripheral muscle homeostasis."
DNA-PK-mediated phosphorylation of STAT6 establishes a non-canonical type 2 immunity axis to prevent macrophage senescence,41735318.0,Nat Commun,2026,https://doi.org/10.1038/s41467-026-69996-8,"The targeted intervention via DNA-PK signaling activates the stabilization of STAT6 in macrophages. This molecular regulation promotes DNA repair and inhibits macrophage senescence. Consequently, this targeted cascade inhibits tissue fibrosis and promotes systemic healthy aging. Ultimately, this pathway-mediated stability inhibits inflammaging and promotes overall cellular homeostasis.","The targeted intervention via DNA-PK signaling inhibits the stabilization of STAT6 in macrophages. This lack of molecular regulation inhibits DNA repair and promotes macrophage senescence. Consequently, this decoupled cascade promotes tissue fibrosis and inhibits systemic healthy aging. Ultimately, this pathway-mediated decline promotes inflammaging and inhibits overall cellular homeostasis."
Resveratrol Attenuates H2O2-induced Aging and Apoptosis in Mouse Hippocampal Neuron HT22 Cells by Activating Autophagy via the SIRT1/FoxO1 Signaling Pathway,41203934.0,Mol Neurobiol,2025,https://doi.org/10.1007/s12035-025-05489-x,"The targeted intervention via Resveratrol activates the expression of SIRT1 in hippocampal neurons. This molecular regulation promotes Autophagy and inhibits cellular apoptosis. Consequently, this targeted cascade inhibits H2O2-induced aging and promotes overall neuronal survival. Ultimately, this pathway-mediated stability inhibits brain aging and promotes central nervous system homeostasis.","The targeted intervention via Resveratrol inhibits the expression of SIRT1 in hippocampal neurons. This lack of molecular regulation inhibits Autophagy and promotes cellular apoptosis. Consequently, this decoupled cascade promotes H2O2-induced aging and inhibits overall neuronal survival. Ultimately, this pathway-mediated decline promotes brain aging and inhibits central nervous system homeostasis."
Meiotic cohesion requires Sirt1 and preserving its activity in aging oocytes reduces missegregation,41214367.0,EMBO Rep,2025,https://doi.org/10.1038/s44319-025-00634-y,"The targeted intervention via SRT1720 activates the signaling of SIRT1 in oocytes. This molecular regulation promotes accurate chromosome segregation and inhibits premature loss of meiotic cohesion. Consequently, this targeted cascade inhibits age-dependent segregation errors and promotes overall reproductive success. Ultimately, this pathway-mediated stability inhibits oocyte aging and promotes chromosomal homeostasis.","The targeted intervention via SRT1720 inhibits the signaling of SIRT1 in oocytes. This lack of molecular regulation inhibits accurate chromosome segregation and promotes premature loss of meiotic cohesion. Consequently, this decoupled cascade promotes age-dependent segregation errors and inhibits overall reproductive success. Ultimately, this pathway-mediated decline promotes oocyte aging and inhibits chromosomal homeostasis."
Metformin Attenuates ox-LDL-Induced Macrophage Senescence and Inflammation via NR4A1-Mediated Mitophagy Regulation,41494917.0,Basic Clin Pharmacol Toxicol,2026,https://doi.org/10.1111/bcpt.70188,"The targeted intervention via Metformin inhibits the expression of NR4A1 in macrophages. This molecular regulation inhibits excessive mitophagy and promotes mitochondrial membrane potential. Consequently, this targeted cascade inhibits cellular senescence markers and inhibits the secretion of inflammatory cytokines. Ultimately, this pathway-mediated stability inhibits atherosclerosis progression and promotes overall mitochondrial health.","The targeted intervention via Metformin activates the expression of NR4A1 in macrophages. This lack of molecular regulation promotes excessive mitophagy and inhibits mitochondrial membrane potential. Consequently, this decoupled cascade promotes cellular senescence markers and promotes the secretion of inflammatory cytokines. Ultimately, this pathway-mediated decline promotes atherosclerosis progression and inhibits overall mitochondrial health."
The role of miR-217/SIRT1 Axis in modulating the NLRP3 Inflammasome in the naturally aging thoracic aorta and in endothelial cells undergoing senescence induced by H2O2,41027061.0,Int Immunopharmacol,2025,https://doi.org/10.1016/j.intimp.2025.115570,"Resveratrol activates the expression of SIRT1 in endothelial cells. This molecular regulation inhibits the NLRP3 inflammasome and promotes endothelial function. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of reactive oxygen species. Ultimately, this pathway-mediated stability inhibits vascular aging and promotes overall vascular health.","The targeted intervention via Resveratrol inhibits the expression of SIRT1 in endothelial cells. This lack of molecular regulation promotes the NLRP3 inflammasome and inhibits endothelial function. Consequently, this decoupled cascade promotes cellular senescence and promotes the secretion of reactive oxygen species. Ultimately, this pathway-mediated decline promotes vascular aging and inhibits overall vascular health."
All-trans Retinoic Acid regulates cellular senescence of mouse embryonic palatal mesenchyme (MEPM) cells in developing cleft palates,40816688.0,Reprod Toxicol,2025,https://doi.org/10.1016/j.reprotox.2025.109030,"The targeted intervention via All-trans Retinoic Acid activates the expression of p53 in embryonic palatal mesenchyme cells. This molecular regulation promotes cellular senescence and inhibits cell proliferation. Consequently, this targeted cascade promotes palatal fusion failure and inhibits normal craniofacial development. Ultimately, this pathway-mediated disruption promotes the development of cleft palate and inhibits overall structural homeostasis.","The targeted intervention via All-trans Retinoic Acid inhibits the expression of p53 in embryonic palatal mesenchyme cells. This lack of molecular regulation inhibits cellular senescence and promotes cell proliferation. Consequently, this decoupled cascade inhibits palatal fusion failure and promotes normal craniofacial development. Ultimately, this pathway-mediated stability inhibits the development of cleft palate and promotes overall structural homeostasis."
Decreased Glucose Metabolism and Declined Chaperones Are Unique Features Required for the Survival of Senescent Fibroblasts and Pyruvate Dehydrogenase Is a Potent Senolytic Target,41786630.0,Aging Cell,2026,https://doi.org/10.1111/acel.70434,"The targeted intervention via PDH inhibitors inhibits the activity of pyruvate dehydrogenase in senescent fibroblasts. This molecular regulation inhibits the TCA cycle and promotes the selective elimination of senescent cells. Consequently, this targeted cascade inhibits the maintenance of senescence and inhibits age-related physical dysfunctions. Ultimately, this pathway-mediated stability inhibits systemic aging and promotes overall cellular homeostasis.","The targeted intervention via PDH inhibitors activates the activity of pyruvate dehydrogenase in senescent fibroblasts. This lack of molecular regulation promotes the TCA cycle and inhibits the selective elimination of senescent cells. Consequently, this decoupled cascade promotes the maintenance of senescence and promotes age-related physical dysfunctions. Ultimately, this pathway-mediated decline promotes systemic aging and inhibits overall cellular homeostasis."
Increased WNT10B/FOXO6 signaling promotes cell fate transition in renal tubular cells to aggravate renal inflammation and fibrosis,41963348.0,Nat Commun,2026,https://doi.org/10.1038/s41467-026-71553-2,"The targeted intervention via WNT10B inhibition inhibits the activity of FOXO6 in renal tubular cells. This molecular regulation inhibits glycolysis and promotes metabolic homeostasis. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of proinflammatory cytokines. Ultimately, this pathway-mediated stability inhibits chronic kidney disease progression and promotes overall renal health","The targeted intervention via WNT10B inhibition activates the activity of FOXO6 in renal tubular cells. This lack of molecular regulation promotes glycolysis and inhibits metabolic homeostasis. Consequently, this decoupled cascade promotes cellular senescence and promotes the secretion of proinflammatory cytokines. Ultimately, this pathway-mediated decline promotes chronic kidney disease progression and inhibits overall renal health."
Betulinic Acid Attenuates Vascular Smooth Muscle Cell Senescence and Aortic Vascular Aging via PPAR-α/CPT1A-Mediated Fatty Acid Oxidation,41830286.0,Rejuvenation Res,2026,https://doi.org/10.1177/15491684261429991,"Betulinic acid inhibits the activity of PPAR-alpha in smooth muscle cells. This molecular regulation inhibits fatty acid oxidation and promotes mitochondrial function. Consequently, this targeted cascade inhibits cellular senescence and inhibits reactive oxygen species generation. Ultimately, this pathway-mediated stability inhibits vascular aging and promotes overall vascular homeostasis.","Betulinic acid activates the activity of PPAR-alpha in smooth muscle cells. This lack of molecular regulation promotes fatty acid oxidation and inhibits mitochondrial function. Consequently, this decoupled cascade promotes cellular senescence and promotes reactive oxygen species generation. Ultimately, this pathway-mediated decline promotes vascular aging and inhibits overall vascular homeostasis."
Sirt3 Genetically Engineered Apoptotic Bodies Alleviate Skeletal Aging by Limiting Aggravated NLRP3 Inflammasome Activation of Senescent Macrophages,41761627.0,Advanced Science,2026,https://doi.org/10.1002/advs.202517554,"Sirt3 inhibits the activity of NLRP3 in macrophages. This molecular regulation inhibits the NLRP3 inflammasome and promotes bone mass. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of inflammatory cytokines. Ultimately, this pathway-mediated stability inhibits skeletal aging and promotes overall bone homeostasis","Sirt3 activates the activity of NLRP3 in macrophages. This lack of molecular regulation promotes the NLRP3 inflammasome and inhibits bone mass. Consequently, this decoupled cascade promotes cellular senescence and promotes the secretion of inflammatory cytokines. Ultimately, this pathway-mediated decline promotes skeletal aging and inhibits overall bone homeostasis."
A serum-free adipose-conditioned medium delays stem cell senescence and maintains tissue homeostasis via IL-6/STAT3 axis suppression,41316397.0,Stem Cell Res Ther,2025,https://doi.org/10.1186/s13287-025-04721-8,"SF-ACM inhibits the activity of STAT3 in mesenchymal stem cells. This molecular regulation inhibits the IL-6/STAT3 signaling pathway and promotes tissue regeneration. Consequently, this targeted cascade inhibits cellular senescence and inhibits the expression of aging-associated phenotypes. Ultimately, this pathway-mediated stability inhibits tissue-level aging and promotes overall tissue homeostasis.","SF-ACM activates the activity of STAT3 in mesenchymal stem cells. This lack of molecular regulation promotes the IL-6/STAT3 signaling pathway and inhibits tissue regeneration. Consequently, this decoupled cascade promotes cellular senescence and promotes the expression of aging-associated phenotypes. Ultimately, this pathway-mediated decline promotes tissue-level aging and inhibits overall tissue homeostasis."
Short-Term Rapamycin Mitigates the Senescence of Ovaries and Somatic Stem Cells in Multiple Organs in Reproductively Aged Mice,41707042.0,FASEB J,2026,https://doi.org/10.1096/fj.202504132r,"The targeted intervention via Rapamycin inhibits the activity of mTOR in ovarian and somatic tissues. This molecular regulation inhibits cytoplasmic translation and promotes stem cell function. Consequently, this targeted cascade inhibits cellular senescence and inhibits oxidative damage. Ultimately, this pathway-mediated stability inhibits systemic aging phenotypes and promotes overall tissue homeostasis.","The targeted intervention via Rapamycin activates the activity of mTOR in ovarian and somatic tissues. This lack of molecular regulation promotes cytoplasmic translation and inhibits stem cell function. Consequently, this decoupled cascade promotes cellular senescence and promotes oxidative damage. Ultimately, this pathway-mediated decline promotes systemic aging phenotypes and inhibits overall tissue homeostasis."
A Non-Canonical Role for Hepatocyte MLKL in Promoting Mitochondrial Dysfunction and Senescence in the Aging Liver,42399678.0,Aging Cell,2026,https://doi.org/10.1111/acel.70618,"MLKL inhibition inhibits the activity of MLKL in hepatocytes. This molecular regulation inhibits mitochondrial dysfunction and promotes mitochondrial respiration. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of pro-inflammatory extracellular vesicles. Ultimately, this pathway-mediated stability inhibits liver inflammaging and promotes overall hepatic homeostasis.","MLKL inhibition activates the activity of MLKL in hepatocytes. This lack of molecular regulation promotes mitochondrial dysfunction and inhibits mitochondrial respiration. Consequently, this decoupled cascade promotes cellular senescence and promotes the secretion of pro-inflammatory extracellular vesicles. Ultimately, this pathway-mediated decline promotes liver inflammaging and inhibits overall hepatic homeostasis."
Extracellular matrix-associated molecules of senescent cells induce a senescence phenotype in proliferative cells via TGF-β signaling pathway,41967384.0,Biomaterials,2026,https://doi.org/10.1016/j.biomaterials.2026.124117,"TGFBR1 inhibition inhibits the activity of TGF-beta in endothelial cells. This molecular regulation inhibits the TGF-beta signaling pathway and promotes endothelial proliferation. Consequently, this targeted cascade inhibits cellular senescence and inhibits the accumulation of senescence markers. Ultimately, this pathway-mediated stability inhibits vascular aging and promotes overall vascular homeostasis.","TGFBR1 inhibition activates the activity of TGF-beta in endothelial cells. This lack of molecular regulation promotes the TGF-beta signaling pathway and inhibits endothelial proliferation. Consequently, this decoupled cascade promotes cellular senescence and promotes the accumulation of senescence markers. Ultimately, this pathway-mediated decline promotes vascular aging and inhibits overall vascular homeostasis."
Apelin-13 activates TFEB-mediated autophagy via AMPK to attenuate senescence and pyroptosis in nucleus pulposus cells during intervertebral disc degeneration,41475686.0,Mech Ageing Dev,2026,https://doi.org/10.1016/j.mad.2025.112147,"The targeted intervention via Apelin-13 activates the activity of TFEB in nucleus pulposus cells. This molecular regulation promotes autophagy and inhibits cellular pyroptosis. Consequently, this targeted cascade inhibits IL1B-induced senescence and promotes extracellular matrix integrity. Ultimately, this pathway-mediated stability inhibits disc degeneration and promotes overall structural homeostasis.","he targeted intervention via Apelin-13 inhibits the activity of TFEB in nucleus pulposus cells. This lack of molecular regulation inhibits autophagy and promotes cellular pyroptosis. Consequently, this decoupled cascade promotes IL1B-induced senescence and inhibits extracellular matrix integrity. Ultimately, this pathway-mediated decline promotes disc degeneration and inhibits overall structural homeostasis."
Senescent Factors Suppress Innate Antiviral Immunity in Aged Mice via Two Distinct Mechanisms,41937240.0,Aging Cell,2026,https://doi.org/10.1111/acel.70471,"The targeted intervention via combined blocking of SASP factors (GDF15, IGF1, IL1α, and IL6) activates the expression and activity of GSK3β (thereby restoring the TBK1-IRF3 axis and suppressing p52/RelB) in senescent cells. This molecular regulation promotes innate antiviral immunity and inhibits systemic viral susceptibility. Consequently, this targeted cascade inhibits AKT-MEK-mediated suppression of antiviral responses and promotes the transcription of antiviral genes. Ultimately, this pathway-mediated stability inhibits age-related inflammation and promotes overall immune competence to defend against viral-associated diseases in aged individuals.","The targeted intervention via combined blocking of SASP factors (GDF15, IGF1, IL1α, and IL6) inhibits the expression and activity of GSK3β (thereby restoring the TBK1-IRF3 axis and suppressing p52/RelB) in senescent cells. This lack of molecular regulation inhibits innate antiviral immunity and promotes systemic viral susceptibility. Consequently, this decoupled cascade promotes AKT-MEK-mediated suppression of antiviral responses and inhibits the transcription of antiviral genes. Ultimately, this pathway-mediated decline promotes age-related inflammation and inhibits overall immune competence to defend against viral-associated diseases in aged individuals."
Age-associated methionine sulfoxide reductase A protects against valvular interstitial cell senescence and valvular calcification,40341600.0,Geroscience,2026,https://doi.org/10.1007/s11357-025-01675-w,"The targeted intervention via MSRA overexpression inhibits the expression and activity of TLR2 in valvular interstitial cells. This molecular regulation inhibits NF-κB signaling and promotes normal valvular tissue maintenance. Consequently, this targeted cascade inhibits osteogenic differentiation and inhibits the accumulation of senescent markers and calcium deposition in both hydrogen peroxide-induced in vitro models and high-cholesterol in vivo models. Ultimately, this pathway-mediated stability inhibits age-associated calcific aortic valve disease pathogenesis and promotes overall cardiovascular homeostasis.","The targeted intervention via MSRA overexpression activates the expression and activity of TLR2 in valvular interstitial cells. This lack of molecular regulation promotes NF-κB signaling and inhibits normal valvular tissue maintenance. Consequently, this decoupled cascade promotes osteogenic differentiation and promotes the accumulation of senescent markers and calcium deposition in both hydrogen peroxide-induced in vitro models and high-cholesterol in vivo models. Ultimately, this pathway-mediated decline promotes age-associated calcific aortic valve disease pathogenesis and inhibits overall cardiovascular homeostasis."
Senolytic Treatment With Fisetin Reverses Age-Related Endothelial Dysfunction Partially Mediated by SASP Factor CXCL12,42021544.0,Aging Cell,2026,10.1111/acel.70500,"Fisetin inhibits the expression and activity of CXCL12 in endothelial cells. This molecular regulation inhibits endothelial-to-mesenchymal transition and promotes nitric oxide bioavailability. Consequently, this targeted cascade inhibits cellular senescence and inhibits mitochondrial oxidative stress induced by the circulating SASP milieu. Ultimately, this pathway-mediated stability inhibits age-related endothelial dysfunction and promotes overall cardiovascular health.","Fisetin activates the expression and activity of CXCL12 in endothelial cells. This lack of molecular regulation promotes endothelial-to-mesenchymal transition and inhibits nitric oxide bioavailability. Consequently, this decoupled cascade promotes cellular senescence and promotes mitochondrial oxidative stress induced by the circulating SASP milieu. Ultimately, this pathway-mediated decline promotes age-related endothelial dysfunction and inhibits overall cardiovascular health."
"Loss of p62 Binding Allows TIF-IA Accumulation in Senescence, Which Promotes Phenotypic Changes to Nucleoli and the Senescence Associated Secretory Phenotype",41466483.0,Aging Cell,2026,https://doi.org/10.1111/acel.70334,"ATM inhibition inhibits the accumulation and activity of TIF-IA in the nucleus and nucleolus. This molecular regulation inhibits the senescence-associated secretory phenotype (SASP) and promotes p62-dependent homeostatic interactions. Consequently, this targeted cascade inhibits reactive oxygen species generation and inhibits the establishment of stable cellular senescence. Ultimately, this pathway-mediated stability inhibits age-related inflammatory phenotypes and promotes overall cellular homeostasis.","ATM inhibition activates the accumulation and activity of TIF-IA in the nucleus and nucleolus. This lack of molecular regulation promotes the senescence-associated secretory phenotype (SASP) and inhibits p62-dependent homeostatic interactions. Consequently, this decoupled cascade promotes reactive oxygen species generation and promotes the establishment of stable cellular senescence. Ultimately, this pathway-mediated decline promotes age-related inflammatory phenotypes and inhibits overall cellular homeostasis."
Ginsenoside Rg5 targets the KAT8-CISD2 axis to maintain mitochondrial homeostasis and antagonize senescence,41687537.0,Phytomedicine,2026,https://doi.org/10.1016/j.phymed.2026.157923,"The targeted intervention via Ginsenoside Rg5 activates the expression and activity of KAT8 in aging models. This molecular regulation promotes mitochondrial homeostasis and inhibits STUB1-mediated ubiquitination and degradation of CISD2 at K105. Consequently, this targeted cascade promotes CISD2 acetylation at K74 and inhibits oxidative stress and mitochondrial dysfunction. Ultimately, this pathway-mediated stability inhibits cellular senescence and promotes overall lifespan extension.","The targeted intervention via Ginsenoside Rg5 inhibits the expression and activity of KAT8 in aging models. This lack of molecular regulation inhibits mitochondrial homeostasis and promotes STUB1-mediated ubiquitination and degradation of CISD2 at K105. Consequently, this decoupled cascade inhibits CISD2 acetylation at K74 and promotes oxidative stress and mitochondrial dysfunction. Ultimately, this pathway-mediated decline promotes cellular senescence and inhibits overall lifespan extension."
The oocyte-enriched metabolite serotonin alleviates cellular senescence and aging phenotypes in the mouse,42303757.0,EMBO J.,2026,https://doi.org/10.1038/s44318-026-00832-x,"Serotonin activates the expression and activity of 5HTR1B in cellular models. This molecular regulation promotes mitochondrial function and inhibits endoplasmic reticulum stress. Consequently, this targeted cascade promotes the non-canonical serotonylation of HSP90β and inhibits the accumulation of aging-related systemic phenotypes. Ultimately, this pathway-mediated stability inhibits cellular aging and promotes overall organismal homeostasis.","Serotonin inhibits the expression and activity of 5HTR1B in cellular models. This lack of molecular regulation inhibits mitochondrial function and promotes endoplasmic reticulum stress. Consequently, this decoupled cascade inhibits the non-canonical serotonylation of HSP90β and promotes the accumulation of aging-related systemic phenotypes. Ultimately, this pathway-mediated decline promotes cellular aging and inhibits overall organismal homeostasis."
ZDHHC11-mediated palmitoylation alleviates chondrocyte senescence and serves as a therapeutic target for osteoarthritis,41028499.0,Nat Aging,2025,https://doi.org/10.1038/s43587-025-00968-1,"The targeted intervention via lipid nanoparticle-based ZDHHC11 mRNA delivery activates the expression and activity of ZDHHC11 in articular chondrocytes. This molecular regulation inhibits the GATA4-P65 signaling pathway and promotes cartilage anabolism. Consequently, this targeted cascade inhibits GNB2-dependent APOD degradation and inhibits chondrocyte senescence. Ultimately, this pathway-mediated stability inhibits osteoarthritis progression and promotes overall joint homeostasis.","The targeted intervention via lipid nanoparticle-based ZDHHC11 mRNA delivery inhibits the expression and activity of ZDHHC11 in articular chondrocytes. This lack of molecular regulation promotes the GATA4-P65 signaling pathway and inhibits cartilage anabolism. Consequently, this decoupled cascade promotes GNB2-dependent APOD degradation and promotes chondrocyte senescence. Ultimately, this pathway-mediated decline promotes osteoarthritis progression and inhibits overall joint homeostasis."
Empagliflozin slows down natural kidney senescence via Six1/Wnt4/NF-κB pathway,41109894.0,Biogerontology,2025,https://doi.org/10.1007/s10522-025-10328-6,"The targeted intervention via Empagliflozin administration activates the expression and activity of Six1 in renal tubular epithelial cells. This molecular regulation inhibits NF-κB signaling and promotes normal renal tissue maintenance. Consequently, this targeted cascade inhibits cellular senescence and inhibits the accumulation of inflammatory cytokines including IL-1β and TNF-α. Ultimately, this pathway-mediated stability inhibits age-related renal impairment and promotes overall kidney homeostasis.","The targeted intervention via Empagliflozin administration inhibits the expression and activity of Six1 in renal tubular epithelial cells. This lack of molecular regulation promotes NF-κB signaling and inhibits normal renal tissue maintenance. Consequently, this decoupled cascade promotes cellular senescence and promotes the accumulation of inflammatory cytokines including IL-1β and TNF-α. Ultimately, this pathway-mediated decline promotes age-related renal impairment and inhibits overall kidney homeostasis."
Extracellular vesicles derived from senescent hepatocytes drive pan-cancer metastasis in aging,41942570.0,Nat Aging,2026,10.1038/s43587-026-01102-5,"Dasatinib and Quercetin administration inhibits the expression and activity of P2RX7 in senescent hepatocytes. This molecular regulation inhibits epithelial-mesenchymal transition and promotes the expression of target genes PTEN and LATS2 in primary tumors. Consequently, this targeted cascade inhibits extracellular vesicles biogenesis and inhibits the circulation of extracellular vesicles-encapsulated miRNAs (miR-25, miR-92a, miR-30c, and miR-30d). Ultimately, this pathway-mediated stability inhibits age-related tumor invasiveness and metastasis and promotes overall systemic homeostasis.","Dasatinib and Quercetin administration activates the expression and activity of P2RX7 in senescent hepatocytes. This lack of molecular regulation promotes epithelial-mesenchymal transition and inhibits the expression of target genes PTEN and LATS2 in primary tumors. Consequently, this decoupled cascade promotes EV biogenesis and promotes the circulation of EV-encapsulated miRNAs (miR-25, miR-92a, miR-30c, and miR-30d). Ultimately, this pathway-mediated decline promotes age-related tumor invasiveness and metastasis and inhibits overall systemic homeostasis."
Azathioprine ameliorates cellular senescence in rhabdomyolysis-induced acute kidney injury by inhibiting the Vav1/Rac2/NF-κB pathway in macrophages,41389974.0,Eur J Pharmacol,2026,https://doi.org/10.1016/j.ejphar.2025.178441,"Azathioprine administration inhibits the expression and activity of Vav1 in macrophages. This molecular regulation inhibits NF-κB signaling and promotes normal LaminB1 integrity in tubular epithelial cells. Consequently, this targeted cascade inhibits macrophage-mediated tubular cell senescence and inhibits the elevation of senescence markers including p53, p21, p16, and SA-β-gal. Ultimately, this pathway-mediated stability inhibits rhabdomyolysis-induced acute kidney injury and promotes overall renal homeostasis.","Azathioprine administration activates the expression and activity of Vav1 in macrophages. This lack of molecular regulation promotes NF-κB signaling and inhibits normal LaminB1 integrity in tubular epithelial cells. Consequently, this decoupled cascade promotes macrophage-mediated tubular cell senescence and promotes the elevation of senescence markers including p53, p21, p16, and SA-β-gal. Ultimately, this pathway-mediated decline promotes rhabdomyolysis-induced acute kidney injury and inhibits overall renal homeostasis."
Reversing lysosomal dysfunction restores youthful state in aged hematopoietic stem cells,41289991.0,Cell Stem Cell,2025,https://doi.org/10.1016/j.stem.2025.10.012,"v-ATPase inhibition inhibits the expression and activity of v-ATPase in aged hematopoietic stem cells. This molecular regulation inhibits cGAS-STING signaling and promotes the lysosomal processing of mitochondrial DNA. Consequently, this targeted cascade inhibits inflammatory and interferon-driven programs and inhibits the hyperactivation and depletion of lysosomes. Ultimately, this pathway-mediated stability inhibits hematopoietic stem cell aging and promotes overall in vivo repopulation capacity and self-renewal.","v-ATPase inhibition activates the expression and activity of v-ATPase in aged hematopoietic stem cells. This lack of molecular regulation promotes cGAS-STING signaling and inhibits the lysosomal processing of mitochondrial DNA. Consequently, this decoupled cascade promotes inflammatory and interferon-driven programs and promotes the hyperactivation and depletion of lysosomes. Ultimately, this pathway-mediated decline promotes hematopoietic stem cell aging and inhibits overall in vivo repopulation capacity and self-renewal."
